	date	death	  0 - 30	30 - 50	50 - 55	55 - 60	60 - 65	65 - 70	70 - 75	75 - 80 	80 - 85	85 - 90	90 - 95	95 - 100	100 u. mehr
822	2018-04-02	2759	19	72	63	105	153	177	198	376	526	476	418	151	25
823	2018-04-03	3002	23	70	77	124	143	177	240	422	554	560	445	154	13
824	2018-04-04	2997	28	85	51	112	146	206	234	448	532	541	434	159	21
825	2018-04-05	2909	18	82	53	94	175	195	257	414	504	535	414	155	13
826	2018-04-06	2784	21	52	69	109	150	196	212	409	490	515	406	138	17
827	2018-04-07	2787	21	66	73	111	158	185	192	404	540	523	364	139	11
828	2018-04-08	2800	33	44	61	118	132	204	229	378	498	554	384	147	18
829	2018-04-09	2810	23	63	69	96	144	212	225	407	511	506	383	153	18
830	2018-04-10	2918	18	61	59	106	144	215	225	414	563	520	416	165	12
831	2018-04-11	2780	24	64	75	107	157	173	222	391	505	504	401	136	21
832	2018-04-12	2799	22	59	62	104	152	194	219	397	471	576	383	142	18
833	2018-04-13	2736	20	52	73	114	129	163	229	385	547	495	339	171	19
834	2018-04-14	2578	22	75	51	81	115	194	206	424	468	478	312	135	17
835	2018-04-15	2544	23	63	66	101	120	156	211	382	447	488	344	134	9
836	2018-04-16	2600	19	59	58	114	116	195	194	371	475	457	394	135	13
837	2018-04-17	2624	30	64	54	100	139	188	217	411	488	439	344	131	19
838	2018-04-18	2542	18	77	58	115	136	182	214	344	478	442	336	128	14
839	2018-04-19	2547	17	65	65	110	135	180	215	370	439	461	354	121	15
840	2018-04-20	2696	24	74	76	104	144	190	211	418	486	456	379	127	7
841	2018-04-21	2479	22	57	64	101	142	161	177	339	475	458	353	114	16
842	2018-04-22	2504	24	63	53	93	124	170	182	371	460	447	364	134	19
843	2018-04-23	2512	23	64	62	108	132	164	187	342	449	476	365	127	13
844	2018-04-24	2510	14	57	63	95	121	186	193	372	489	450	336	123	11
845	2018-04-25	2508	23	61	72	102	147	193	184	351	445	460	351	105	14
846	2018-04-26	2369	21	57	63	84	143	169	207	346	414	437	304	115	9
847	2018-04-27	2380	22	55	68	90	147	167	194	379	413	424	298	115	8
848	2018-04-28	2486	24	60	48	114	123	181	216	380	428	461	311	122	18
849	2018-04-29	2328	31	50	61	82	115	154	199	355	429	421	293	125	13
850	2018-04-30	2491	17	62	61	112	120	172	202	362	461	469	315	131	7
851	2018-05-01	2459	27	67	62	94	131	166	183	370	453	419	348	126	13
852	2018-05-02	2399	14	75	56	86	131	181	190	363	452	426	305	111	9
853	2018-05-03	2392	20	51	63	113	130	173	194	366	432	435	280	128	7
854	2018-05-04	2397	19	56	65	89	134	162	216	363	429	439	288	127	10
855	2018-05-05	2454	29	71	64	95	148	163	187	353	425	456	309	135	19
856	2018-05-06	2197	19	53	56	88	105	151	164	322	414	402	306	105	12
857	2018-05-07	2422	22	83	63	134	113	168	189	355	447	393	309	129	17
858	2018-05-08	2574	19	71	56	86	137	187	223	372	496	428	342	142	15
859	2018-05-09	2646	22	66	68	96	133	191	232	403	482	474	344	122	13
860	2018-05-10	2466	25	63	54	89	126	171	197	358	436	475	317	144	11
861	2018-05-11	2387	19	69	60	89	144	175	180	354	441	424	307	113	12
862	2018-05-12	2406	18	59	51	87	131	171	190	338	425	489	331	95	21
863	2018-05-13	2325	16	60	52	93	121	148	171	335	432	437	305	142	13
864	2018-05-14	2483	20	62	66	108	128	184	183	353	436	462	360	110	11
865	2018-05-15	2483	20	67	55	102	138	180	216	359	487	423	320	109	7
866	2018-05-16	2345	18	64	68	88	142	155	178	331	429	441	307	110	14
867	2018-05-17	2362	14	51	45	113	136	173	199	326	458	433	289	110	15
868	2018-05-18	2272	13	46	59	74	99	181	187	360	427	440	275	100	11
869	2018-05-19	2363	16	61	60	87	131	176	197	298	474	413	342	93	15
870	2018-05-20	2180	24	56	45	84	124	155	164	300	391	388	317	121	11
871	2018-05-21	2184	18	50	54	85	109	169	176	295	389	409	313	109	8
872	2018-05-22	2370	16	70	56	107	125	159	193	351	431	430	325	97	10
873	2018-05-23	2462	22	70	70	83	140	174	176	366	472	458	305	111	15
874	2018-05-24	2346	17	58	50	101	137	172	159	330	445	423	323	115	16
875	2018-05-25	2478	21	64	61	103	133	182	202	358	477	451	296	121	9
876	2018-05-26	2361	28	66	71	100	122	178	173	335	462	371	337	109	9
877	2018-05-27	2312	23	68	56	98	130	166	180	322	424	446	279	107	13
878	2018-05-28	2577	19	93	66	94	127	182	236	356	412	513	329	134	16
879	2018-05-29	2600	18	58	68	106	127	196	218	351	502	460	358	121	17
880	2018-05-30	2547	26	51	72	103	142	160	208	367	457	488	330	124	19
881	2018-05-31	2399	16	53	57	91	132	154	163	348	482	416	351	123	13
882	2018-06-01	2452	17	55	56	103	113	178	198	344	464	445	346	122	11
883	2018-06-02	2296	19	58	64	88	127	171	189	319	414	387	329	117	14
884	2018-06-03	2168	19	63	65	80	115	124	187	321	396	379	273	129	17
885	2018-06-04	2356	27	64	74	99	130	180	182	342	439	397	297	107	18
886	2018-06-05	2431	19	66	65	81	132	156	201	390	405	462	322	124	8
887	2018-06-06	2358	23	65	49	93	149	148	164	327	438	430	342	116	14
888	2018-06-07	2401	29	67	66	89	130	201	186	349	428	400	314	132	10
889	2018-06-08	2481	31	68	66	83	136	171	183	368	468	435	335	125	12
890	2018-06-09	2373	17	59	62	108	113	163	189	335	479	411	296	128	13
891	2018-06-10	2314	23	57	55	84	131	162	183	355	451	390	287	123	13
892	2018-06-11	2317	12	69	57	92	128	157	178	346	425	413	312	113	15
893	2018-06-12	2196	34	55	64	97	124	168	176	340	367	399	272	96	4
894	2018-06-13	2178	18	47	59	85	120	157	191	343	362	408	283	94	11
895	2018-06-14	2212	24	53	59	95	125	145	212	342	415	374	266	93	9
896	2018-06-15	2265	19	59	52	107	141	149	186	330	399	394	320	100	9
897	2018-06-16	2307	18	55	63	89	125	183	160	330	434	429	293	109	19
898	2018-06-17	2107	25	47	76	75	125	140	166	274	404	377	295	93	10
899	2018-06-18	2273	28	60	71	103	112	161	190	341	415	401	272	109	10
900	2018-06-19	2333	26	65	62	92	134	178	192	335	416	392	317	110	14
901	2018-06-20	2348	22	70	56	87	156	167	196	342	432	394	307	109	10
902	2018-06-21	2410	15	60	74	105	153	166	193	344	422	412	334	121	11
903	2018-06-22	2191	21	59	65	85	121	133	161	321	438	379	287	110	11
904	2018-06-23	2118	28	59	51	82	109	151	176	297	418	352	277	102	16
905	2018-06-24	2170	18	60	51	76	110	141	159	331	397	408	283	120	16
906	2018-06-25	2319	22	63	70	109	151	151	209	318	407	397	312	99	11
907	2018-06-26	2356	24	57	57	79	138	169	182	351	413	448	320	107	11
908	2018-06-27	2277	20	61	57	82	125	165	174	338	460	376	298	112	9
909	2018-06-28	2442	27	59	61	101	138	174	211	329	456	436	331	107	12
910	2018-06-29	2480	24	71	56	99	137	178	177	348	472	446	346	114	12
911	2018-06-30	2399	18	67	62	100	115	155	204	375	450	425	302	110	16
912	2018-07-01	2296	20	58	62	95	135	163	184	339	414	377	332	104	13
913	2018-07-02	2229	18	66	52	112	121	135	184	340	379	403	315	88	16
914	2018-07-03	2437	22	54	61	100	139	177	195	349	442	415	351	115	17
915	2018-07-04	2423	19	48	65	101	129	162	192	341	458	422	336	135	15
916	2018-07-05	2575	34	70	61	99	135	160	208	359	485	444	375	131	14
917	2018-07-06	2428	23	56	61	103	113	156	205	337	452	462	336	118	6
918	2018-07-07	2259	18	64	56	80	133	161	199	329	386	400	324	96	13
919	2018-07-08	2271	18	57	58	79	125	183	177	328	439	394	302	97	14
920	2018-07-09	2381	26	60	52	96	136	187	193	357	409	409	329	110	17
921	2018-07-10	2317	16	70	64	93	138	177	162	339	417	421	293	116	11
922	2018-07-11	2270	20	64	48	92	127	161	193	344	422	372	303	117	7
923	2018-07-12	2404	27	77	60	96	148	181	194	349	450	403	299	106	14
924	2018-07-13	2302	26	71	58	96	102	185	181	319	402	412	309	130	11
925	2018-07-14	2192	17	59	49	89	117	166	172	286	410	436	292	89	10
926	2018-07-15	2204	18	58	52	92	106	168	188	281	389	425	300	110	17
927	2018-07-16	2452	19	63	81	103	117	183	207	344	442	459	308	111	15
928	2018-07-17	2487	32	72	65	109	134	190	203	379	419	423	332	120	9
929	2018-07-18	2348	13	70	49	77	122	181	203	309	421	429	343	116	15
930	2018-07-19	2342	23	75	59	82	126	168	178	322	414	429	307	134	25
931	2018-07-20	2453	20	54	43	92	149	204	189	359	428	427	367	105	16
932	2018-07-21	2352	17	66	41	98	111	163	191	330	429	448	317	130	11
933	2018-07-22	2268	26	53	53	87	139	156	182	332	420	390	309	110	11
934	2018-07-23	2492	14	69	69	123	149	169	206	349	425	459	342	109	9
935	2018-07-24	2422	22	66	68	80	125	159	182	371	417	448	357	111	16
936	2018-07-25	2525	21	76	65	80	123	174	186	377	472	445	341	146	19
937	2018-07-26	2674	26	67	42	104	132	162	225	358	518	507	372	138	23
938	2018-07-27	2840	23	79	60	99	158	195	243	398	543	510	370	145	17
939	2018-07-28	2885	26	67	69	91	146	186	221	420	570	528	399	142	20
940	2018-07-29	2502	25	62	57	94	122	152	185	344	522	452	332	130	25
941	2018-07-30	2731	29	78	71	112	144	184	213	387	489	518	345	143	18
942	2018-07-31	2844	23	56	66	102	152	196	234	392	464	594	410	142	13
943	2018-08-01	3005	22	67	81	126	153	216	211	424	580	540	415	151	19
944	2018-08-02	2876	22	70	67	95	142	189	216	426	511	541	426	147	24
945	2018-08-03	3053	21	78	61	126	146	228	233	419	577	587	413	147	17
946	2018-08-04	3091	24	72	67	100	134	201	248	441	594	566	460	166	18
947	2018-08-05	2771	24	56	74	107	135	185	206	379	536	513	373	168	15
948	2018-08-06	2596	16	59	61	87	152	204	204	389	471	468	337	138	10
949	2018-08-07	2878	23	76	57	95	136	213	219	425	571	493	396	156	18
950	2018-08-08	2964	37	81	71	120	146	192	205	435	533	550	422	154	18
951	2018-08-09	2896	23	62	65	92	159	185	222	435	511	582	418	126	16
952	2018-08-10	2589	26	60	67	110	123	177	208	359	478	479	346	142	14
953	2018-08-11	2321	26	56	57	94	97	177	195	347	437	424	282	115	14
954	2018-08-12	2234	15	60	63	88	113	146	189	284	419	407	320	123	7
955	2018-08-13	2557	24	60	67	108	137	172	206	378	463	449	354	128	11
956	2018-08-14	2452	18	59	48	90	137	171	198	398	452	436	327	104	14
957	2018-08-15	2307	27	55	59	83	126	179	162	327	438	422	320	98	11
958	2018-08-16	2433	21	61	52	98	108	164	212	352	451	438	329	128	19
959	2018-08-17	2433	25	76	72	87	139	181	200	367	396	432	336	111	11
960	2018-08-18	2373	20	59	60	73	141	150	194	355	440	409	325	126	21
961	2018-08-19	2335	18	56	62	89	117	169	184	338	448	429	314	99	12
962	2018-08-20	2458	24	71	65	84	137	172	208	345	454	436	342	105	15
963	2018-08-21	2397	24	71	47	110	127	170	163	344	423	460	314	130	14
964	2018-08-22	2468	24	64	54	102	115	184	197	330	464	445	365	113	11
965	2018-08-23	2575	19	62	58	113	156	183	195	376	468	478	342	115	10
966	2018-08-24	2410	18	59	57	99	135	176	189	329	462	447	318	114	7
967	2018-08-25	2212	25	51	58	85	115	155	167	295	452	392	309	102	6
968	2018-08-26	2092	24	58	54	80	107	159	163	289	362	385	293	104	14
969	2018-08-27	2317	20	72	62	93	110	174	175	363	419	410	291	116	12
970	2018-08-28	2356	16	59	54	101	147	177	189	326	426	444	294	111	12
971	2018-08-29	2311	14	51	44	96	127	168	195	307	416	453	312	115	13
972	2018-08-30	2380	25	48	72	110	111	176	177	349	443	415	331	116	7
973	2018-08-31	2230	15	57	73	89	124	153	169	306	405	410	293	121	15
974	2018-09-01	2197	15	69	53	85	121	155	185	287	411	408	292	102	14
975	2018-09-02	2209	19	46	51	68	126	159	178	324	410	407	303	113	5
976	2018-09-03	2471	21	60	62	100	105	196	201	346	477	460	308	118	17
977	2018-09-04	2427	15	58	75	98	135	183	198	306	470	409	321	137	22
978	2018-09-05	2386	26	59	65	91	122	165	198	384	446	406	296	115	13
979	2018-09-06	2379	16	55	60	99	143	158	231	308	432	440	318	107	12
980	2018-09-07	2428	22	63	44	103	135	177	200	347	434	446	345	100	12
981	2018-09-08	2153	17	53	57	88	114	175	173	282	438	379	272	97	8
982	2018-09-09	2146	17	55	55	75	106	146	188	323	393	368	278	126	16
983	2018-09-10	2281	18	63	62	95	116	139	210	319	422	427	278	123	9
984	2018-09-11	2363	30	68	60	96	124	167	168	322	452	428	325	113	10
985	2018-09-12	2449	18	66	53	98	130	183	190	359	439	444	334	125	10
986	2018-09-13	2380	16	71	57	88	139	162	184	343	466	390	343	107	14
987	2018-09-14	2420	17	60	58	91	123	183	201	368	438	451	332	87	11
988	2018-09-15	2186	31	47	42	88	115	164	183	293	437	379	281	111	15
989	2018-09-16	2213	14	64	62	77	120	158	156	309	416	406	312	107	12
990	2018-09-17	2351	26	69	70	118	123	166	165	370	424	374	326	109	11
991	2018-09-18	2476	26	63	65	86	141	194	187	347	463	432	337	127	8
992	2018-09-19	2439	21	51	64	99	133	184	225	330	436	440	323	119	14
993	2018-09-20	2553	22	59	64	82	143	178	196	362	504	453	365	115	10
994	2018-09-21	2390	19	57	64	94	133	162	177	319	439	437	337	134	18
995	2018-09-22	2153	18	46	56	78	123	152	179	313	395	361	314	108	10
996	2018-09-23	2289	23	58	58	83	140	155	185	310	424	413	297	128	15
997	2018-09-24	2308	21	55	63	90	118	168	178	341	457	386	301	121	9
998	2018-09-25	2158	12	69	55	101	118	162	163	306	374	386	287	115	10
999	2018-09-26	2315	19	52	61	95	135	181	178	335	442	383	310	111	13
1000	2018-09-27	2338	17	64	60	106	123	150	187	335	430	426	310	115	15
1001	2018-09-28	2369	22	46	49	95	119	163	191	324	466	467	309	102	16
1002	2018-09-29	2242	20	54	58	90	125	158	165	355	415	391	290	105	16
1003	2018-09-30	2239	20	46	56	85	108	170	162	313	416	397	340	105	21
1004	2018-10-01	2380	25	48	63	107	144	180	224	328	400	446	312	95	8
1005	2018-10-02	2394	28	60	63	91	113	172	187	309	454	440	339	128	10
1006	2018-10-03	2274	20	54	48	96	128	155	184	329	385	398	328	137	12
1007	2018-10-04	2390	15	64	61	109	126	178	199	307	444	437	323	121	6
1008	2018-10-05	2435	23	66	64	85	149	164	217	337	470	432	316	98	14
1009	2018-10-06	2466	21	70	63	94	134	204	202	357	473	401	316	120	11
1010	2018-10-07	2283	16	57	57	88	133	165	169	316	454	396	316	103	13
1011	2018-10-08	2338	26	62	54	94	126	165	170	348	437	430	305	113	8
1012	2018-10-09	2394	13	60	63	87	117	174	197	364	432	435	322	117	13
1013	2018-10-10	2475	29	60	66	105	135	177	195	341	448	461	306	144	8
1014	2018-10-11	2525	21	74	79	99	136	183	194	359	447	474	321	123	15
1015	2018-10-12	2455	19	64	54	79	133	169	225	366	445	444	337	109	11
1016	2018-10-13	2433	23	58	55	94	112	160	185	333	518	435	328	115	17
1017	2018-10-14	2373	30	47	51	98	120	152	195	336	443	416	349	125	11
1018	2018-10-15	2474	24	61	68	96	158	167	213	389	438	415	294	141	10
1019	2018-10-16	2411	20	53	64	111	134	152	202	356	447	423	315	119	15
1020	2018-10-17	2443	28	57	67	103	141	176	209	361	426	435	318	114	8
1021	2018-10-18	2362	15	53	68	102	120	151	166	336	433	457	345	103	13
1022	2018-10-19	2383	25	43	50	90	113	157	205	356	452	395	358	119	20
1023	2018-10-20	2254	20	54	36	107	114	178	176	324	398	404	301	129	13
1024	2018-10-21	2225	16	54	54	79	108	178	189	305	406	378	339	105	14
1025	2018-10-22	2264	12	60	60	83	123	161	173	332	426	402	312	112	8
1026	2018-10-23	2410	13	57	57	101	128	197	183	360	459	407	305	127	16
1027	2018-10-24	2415	18	57	71	93	137	152	202	362	447	414	328	115	19
1028	2018-10-25	2397	23	74	62	83	125	177	195	357	443	414	318	111	15
1029	2018-10-26	2481	30	63	62	99	137	155	208	348	470	450	323	128	8
1030	2018-10-27	2218	22	41	54	75	109	153	158	293	418	443	324	121	7
1031	2018-10-28	2423	14	71	54	109	121	162	200	320	476	434	316	134	12
1032	2018-10-29	2397	18	73	60	96	141	157	195	354	470	419	274	126	14
1033	2018-10-30	2459	19	56	62	114	122	165	196	372	467	434	323	116	13
1034	2018-10-31	2408	22	61	60	90	135	165	174	329	478	420	334	130	10
1035	2018-11-01	2398	23	52	61	105	104	167	177	369	437	442	338	111	12
1036	2018-11-02	2452	16	65	51	114	116	186	189	351	478	399	345	122	20
1037	2018-11-03	2430	21	53	45	98	147	188	188	358	468	421	324	103	16
1038	2018-11-04	2351	16	50	54	87	110	150	186	324	467	425	335	132	15
1039	2018-11-05	2569	12	65	61	101	141	203	191	366	469	455	357	131	17
1040	2018-11-06	2544	28	61	71	95	128	199	206	335	481	460	332	142	6
1041	2018-11-07	2459	15	65	53	104	145	170	199	346	450	443	338	126	5
1042	2018-11-08	2593	24	59	64	102	139	185	216	375	478	461	349	130	11
1043	2018-11-09	2532	25	51	70	102	125	179	172	354	470	435	387	144	18
1044	2018-11-10	2423	23	54	52	107	119	164	192	347	472	427	336	119	11
1045	2018-11-11	2484	18	59	49	102	128	160	216	352	467	474	324	122	13
1046	2018-11-12	2457	22	59	62	102	142	185	198	340	488	428	295	123	13
1047	2018-11-13	2476	21	66	48	103	131	172	213	384	438	419	347	127	7
1048	2018-11-14	2351	17	59	70	94	121	161	187	354	453	427	303	99	6
1049	2018-11-15	2355	15	62	54	108	127	185	195	336	414	438	310	97	14
1050	2018-11-16	2487	25	70	47	80	128	197	205	352	470	452	332	116	13
1051	2018-11-17	2335	26	48	51	95	127	149	186	324	439	439	329	110	12
1052	2018-11-18	2381	20	45	55	98	123	180	173	323	442	444	335	129	14
1053	2018-11-19	2509	23	58	66	100	139	187	185	358	485	421	346	131	10
1054	2018-11-20	2575	26	71	71	88	127	192	192	373	508	460	347	111	9
1055	2018-11-21	2535	22	68	61	85	127	178	204	378	488	463	304	143	14
1056	2018-11-22	2711	28	75	65	105	136	169	208	385	499	520	351	151	19
1057	2018-11-23	2572	25	57	63	87	134	182	173	404	501	472	316	147	11
1058	2018-11-24	2527	18	57	57	93	129	143	192	378	483	498	337	119	23
1059	2018-11-25	2356	22	52	51	99	136	138	192	304	501	427	306	113	15
1060	2018-11-26	2534	21	63	60	113	118	173	181	364	528	437	334	129	13
1061	2018-11-27	2517	16	72	72	90	113	160	202	371	486	442	364	115	14
1062	2018-11-28	2518	21	48	74	111	146	177	169	340	505	418	367	125	17
1063	2018-11-29	2690	16	69	56	85	143	190	236	378	503	486	360	151	17
1064	2018-11-30	2641	11	77	61	108	163	172	188	388	523	459	358	123	10
1065	2018-12-01	2583	17	49	58	101	148	175	193	367	513	443	374	132	13
1066	2018-12-02	2608	21	48	63	94	117	149	208	400	498	483	388	121	18
1067	2018-12-03	2718	17	66	73	114	130	187	206	373	545	502	359	134	12
1068	2018-12-04	2594	14	69	64	101	146	182	207	355	486	477	352	130	11
1069	2018-12-05	2558	24	63	67	83	123	164	220	365	483	436	388	130	12
1070	2018-12-06	2605	21	58	44	98	126	180	208	379	507	507	349	113	15
1071	2018-12-07	2761	23	66	58	103	159	183	223	375	513	472	423	144	19
1072	2018-12-08	2511	14	63	48	78	145	170	199	361	485	450	343	137	18
1073	2018-12-09	2595	16	60	56	89	112	178	199	383	500	499	342	150	11
1074	2018-12-10	2522	20	66	67	107	132	163	171	350	490	436	361	145	14
1075	2018-12-11	2622	20	76	62	90	124	178	234	383	500	461	349	129	16
1076	2018-12-12	2611	18	57	49	98	132	208	189	392	503	458	362	125	20
1077	2018-12-13	2587	21	43	51	109	133	168	218	371	498	477	368	118	12
1078	2018-12-14	2599	21	69	49	102	125	199	215	379	483	476	337	137	7
1079	2018-12-15	2508	18	60	53	96	130	181	197	357	489	444	340	133	10
1080	2018-12-16	2494	18	58	57	90	139	172	233	337	479	409	362	125	15
1081	2018-12-17	2678	17	52	59	90	135	200	233	411	500	444	390	133	14
1082	2018-12-18	2610	26	46	59	95	126	166	208	341	518	476	368	160	21
1083	2018-12-19	2744	32	80	58	118	152	191	210	375	514	460	388	149	17
1084	2018-12-20	2777	24	74	75	107	140	189	219	380	557	511	359	129	13
1085	2018-12-21	2836	25	67	61	103	155	196	213	407	557	495	383	155	19
1086	2018-12-22	2791	30	56	50	103	138	182	218	386	551	531	373	155	18
1087	2018-12-23	2554	14	52	51	93	135	163	207	334	483	478	368	165	11
1088	2018-12-24	2623	17	44	61	97	138	163	200	386	554	468	360	124	11
1089	2018-12-25	2448	17	54	50	85	117	158	181	364	483	427	365	133	14
1090	2018-12-26	2537	19	39	64	89	139	150	197	378	467	470	366	149	10
1091	2018-12-27	2616	22	57	66	96	132	184	179	368	502	437	410	147	16
1092	2018-12-28	2704	26	78	65	70	148	182	210	374	490	506	393	154	8
1093	2018-12-29	2573	20	55	49	99	134	188	190	323	500	476	393	138	8
1094	2018-12-30	2453	13	60	59	114	127	158	182	331	456	454	344	136	19
1095	2018-12-31	2579	19	45	62	101	149	173	204	345	485	474	372	133	17
